CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE,CHRMINH
LY,290,EL AL ISRAEL AIRLINES,2024-11-10T14:50:00,2024-11-10T15:26:00,A,VCE,VENICE,ונציה,VENICE,איטליה,ITALY,3,,,LANDED,נחתה
IZ,294,ARKIA  ISRAELI  AIRLINES,2024-11-10T15:25:00,2024-11-10T15:30:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,LANDED,נחתה
6H,564,ISRAIR AIRLINES,2024-11-10T15:25:00,2024-11-10T15:33:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,LANDED,נחתה
6H,886,ISRAIR AIRLINES,2024-11-10T14:45:00,2024-11-10T15:36:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,,,LANDED,נחתה
IZ,335,ARKIA  ISRAELI  AIRLINES,2024-11-10T14:20:00,2024-11-10T15:42:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,34-47,B,DEPARTED,המריאה
IZ,414,ARKIA  ISRAELI  AIRLINES,2024-11-10T15:40:00,2024-11-10T15:49:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,,,LANDED,נחתה
6H,581,ISRAIR AIRLINES,2024-11-10T15:30:00,2024-11-10T15:49:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,16-18,A,DEPARTED,המריאה
E2,504,AIR HAIFA,2024-11-10T15:35:00,2024-11-10T15:52:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,LANDED,נחתה
BZ,461,BLUE BIRD AIRWAYS,2024-11-10T15:00:00,2024-11-10T16:00:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,LANDED,נחתה
U8,313,TUS AIRWAYS,2024-11-10T15:35:00,2024-11-10T16:02:00,A,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,,,LANDED,נחתה
LY,2372,EL AL ISRAEL AIRLINES,2024-11-10T15:35:00,2024-11-10T16:05:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,LANDED,נחתה
SK,3154,SAS,2024-11-10T15:35:00,2024-11-10T16:05:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,LANDED,נחתה
IZ,605,ARKIA  ISRAELI  AIRLINES,2024-11-10T15:50:00,2024-11-10T16:12:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,34-47,B,DEPARTED,המריאה
LY,343,EL AL ISRAEL AIRLINES,2024-11-10T15:55:00,2024-11-10T16:14:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,78-99,D,DEPARTED,המריאה
SK,3191,SAS,2024-11-10T15:55:00,2024-11-10T16:14:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,78-99,D,DEPARTED,המריאה
6H,662,ISRAIR AIRLINES,2024-11-10T15:45:00,2024-11-10T16:28:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,LANDED,נחתה
LY,382,EL AL ISRAEL AIRLINES,2024-11-10T16:00:00,2024-11-10T16:30:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,LANDED,נחתה
SK,3184,SAS,2024-11-10T16:00:00,2024-11-10T16:30:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,LANDED,נחתה
LY,363,EL AL ISRAEL AIRLINES,2024-11-10T16:15:00,2024-11-10T16:31:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,78-99,D,DEPARTED,המריאה
DL,7455,DELTA AIRLINES,2024-11-10T16:00:00,2024-11-10T16:32:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,LANDED,נחתה
LY,358,EL AL ISRAEL AIRLINES,2024-11-10T16:00:00,2024-11-10T16:32:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,LANDED,נחתה
AM,7851,AERO MEXICO,2024-11-10T16:05:00,2024-11-10T16:33:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,DEPARTED,המריאה
KL,2475,K.L.M.,2024-11-10T16:05:00,2024-11-10T16:33:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,DEPARTED,המריאה
LY,339,EL AL ISRAEL AIRLINES,2024-11-10T16:05:00,2024-11-10T16:33:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,DEPARTED,המריאה
SK,3151,SAS,2024-11-10T16:05:00,2024-11-10T16:33:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,DEPARTED,המריאה
IZ,816,ARKIA  ISRAELI  AIRLINES,2024-11-10T15:40:00,2024-11-10T16:35:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,LANDED,נחתה
IZ,271,ARKIA  ISRAELI  AIRLINES,2024-11-10T15:50:00,2024-11-10T16:38:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,34-47,B,DEPARTED,המריאה
AM,7856,AERO MEXICO,2024-11-10T16:05:00,2024-11-10T16:42:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
AR,7856,AEROLINEAS ARGENTINAS S.A.,2024-11-10T16:05:00,2024-11-10T16:42:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
B6,6456,JETBLUE AIRWAYS CORPORATION,2024-11-10T16:05:00,2024-11-10T16:42:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
DL,7431,DELTA AIRLINES,2024-11-10T16:05:00,2024-11-10T16:42:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
LY,008,EL AL ISRAEL AIRLINES,2024-11-10T16:05:00,2024-11-10T16:42:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
E2,507,AIR HAIFA,2024-11-10T16:30:00,2024-11-10T16:47:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,9-11,A,DEPARTED,המריאה
DL,7440,DELTA AIRLINES,2024-11-10T16:35:00,2024-11-10T16:54:00,A,FLL,FORT LAUDERDALE,פורט לאודרדייל,FORT LAUDERDALE,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
LY,022,EL AL ISRAEL AIRLINES,2024-11-10T16:35:00,2024-11-10T16:54:00,A,FLL,FORT LAUDERDALE,פורט לאודרדייל,FORT LAUDERDALE,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
6H,711,ISRAIR AIRLINES,2024-11-10T16:40:00,2024-11-10T16:59:00,D,VAR,VARNA,וארנה,VARNA,בולגריה,BULGARIA,3,14-16,A,DEPARTED,המריאה
IZ,162,ARKIA  ISRAELI  AIRLINES,2024-11-10T17:05:00,2024-11-10T17:02:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,LANDED,נחתה
LY,2373,EL AL ISRAEL AIRLINES,2024-11-10T16:45:00,2024-11-10T17:05:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,78-99,D,DEPARTED,המריאה
IZ,214,ARKIA  ISRAELI  AIRLINES,2024-11-10T18:05:00,2024-11-10T17:08:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,LANDED,נחתה
AF,7071,AIR FRANCE,2024-11-10T16:50:00,2024-11-10T17:09:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,DEPARTED,המריאה
AM,7853,AERO MEXICO,2024-11-10T16:50:00,2024-11-10T17:09:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,DEPARTED,המריאה
LY,325,EL AL ISRAEL AIRLINES,2024-11-10T16:50:00,2024-11-10T17:09:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,DEPARTED,המריאה
IB,7713,IBERIA,2024-11-10T16:40:00,2024-11-10T17:10:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,LANDED,נחתה
LY,394,EL AL ISRAEL AIRLINES,2024-11-10T16:40:00,2024-11-10T17:10:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,LANDED,נחתה
LY,2522,EL AL ISRAEL AIRLINES,2024-11-10T16:25:00,2024-11-10T17:13:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,LANDED,נחתה
IZ,337,ARKIA  ISRAELI  AIRLINES,2024-11-10T16:40:00,2024-11-10T17:15:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,34-47,B,DEPARTED,המריאה
U8,109,TUS AIRWAYS,2024-11-10T16:35:00,2024-11-10T17:17:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,30-33,A,DEPARTED,המריאה
6H,561,ISRAIR AIRLINES,2024-11-10T15:45:00,2024-11-10T17:18:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,18-20,A,DEPARTED,המריאה
6H,764,ISRAIR AIRLINES,2024-11-10T15:15:00,2024-11-10T17:18:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,LANDED,נחתה
LY,351,EL AL ISRAEL AIRLINES,2024-11-10T16:55:00,2024-11-10T17:21:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,78-99,D,DEPARTED,המריאה
BZ,462,BLUE BIRD AIRWAYS,2024-11-10T15:55:00,2024-11-10T17:23:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,24-26,A,DEPARTED,המריאה
6H,725,ISRAIR AIRLINES,2024-11-10T16:30:00,2024-11-10T17:25:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,12-14,A,DEPARTED,המריאה
AF,7068,AIR FRANCE,2024-11-10T16:25:00,2024-11-10T17:26:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,LANDED,נחתה
LY,320,EL AL ISRAEL AIRLINES,2024-11-10T16:25:00,2024-11-10T17:26:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,LANDED,נחתה
SK,3164,SAS,2024-11-10T16:25:00,2024-11-10T17:26:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,LANDED,נחתה
KL,2472,K.L.M.,2024-11-10T16:50:00,2024-11-10T17:32:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,LANDED,נחתה
LY,338,EL AL ISRAEL AIRLINES,2024-11-10T16:50:00,2024-11-10T17:32:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,LANDED,נחתה
SK,3150,SAS,2024-11-10T16:50:00,2024-11-10T17:32:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,LANDED,נחתה
6H,762,ISRAIR AIRLINES,2024-11-10T16:45:00,2024-11-10T17:40:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,LANDED,נחתה
E2,506,AIR HAIFA,2024-11-10T17:35:00,2024-11-10T17:47:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,LANDED,נחתה
IZ,821,ARKIA  ISRAELI  AIRLINES,2024-11-10T16:40:00,2024-11-10T17:47:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,349-354,C,DEPARTED,המריאה
6H,723,ISRAIR AIRLINES,2024-11-10T17:20:00,2024-11-10T17:53:00,D,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,21-23,A,DEPARTED,המריאה
AM,7859,AERO MEXICO,2024-11-10T17:50:00,2024-11-10T17:54:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,LANDED,נחתה
AR,7872,AEROLINEAS ARGENTINAS S.A.,2024-11-10T17:50:00,2024-11-10T17:54:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,LANDED,נחתה
IB,7715,IBERIA,2024-11-10T17:50:00,2024-11-10T17:54:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,LANDED,נחתה
LY,396,EL AL ISRAEL AIRLINES,2024-11-10T17:50:00,2024-11-10T17:54:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,LANDED,נחתה
LY,312,EL AL ISRAEL AIRLINES,2024-11-10T17:10:00,2024-11-10T18:01:00,A,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3,,,LANDED,נחתה
LY,5101,EL AL ISRAEL AIRLINES,2024-11-10T17:30:00,2024-11-10T18:02:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,78-99,D,DEPARTED,המריאה
LY,5109,EL AL ISRAEL AIRLINES,2024-11-10T17:45:00,2024-11-10T18:05:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,78-99,D,DEPARTED,המריאה
AM,7877,AERO MEXICO,2024-11-10T17:00:00,2024-11-10T18:06:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,78-99,D,DEPARTED,המריאה
LY,317,EL AL ISRAEL AIRLINES,2024-11-10T17:00:00,2024-11-10T18:06:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,78-99,D,DEPARTED,המריאה
VS,7495,VIRGIN ATLANTIC AIRWAYS,2024-11-10T17:00:00,2024-11-10T18:06:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,78-99,D,DEPARTED,המריאה
LY,387,EL AL ISRAEL AIRLINES,2024-11-10T17:05:00,2024-11-10T18:14:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,DEPARTED,המריאה
SK,3183,SAS,2024-11-10T17:05:00,2024-11-10T18:14:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,DEPARTED,המריאה
TP,8938,AIR PORTUGAL,2024-11-10T17:05:00,2024-11-10T18:14:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,DEPARTED,המריאה
LY,313,EL AL ISRAEL AIRLINES,2024-11-10T16:20:00,2024-11-10T18:17:00,D,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3,78-99,D,DEPARTED,המריאה
IZ,281,ARKIA  ISRAELI  AIRLINES,2024-11-10T17:30:00,2024-11-10T18:18:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,34-47,B,DEPARTED,המריאה
BZ,272,BLUE BIRD AIRWAYS,2024-11-10T15:55:00,2024-11-10T18:20:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,27-29,A,DEPARTED,המריאה
AM,7866,AERO MEXICO,2024-11-10T17:20:00,2024-11-10T18:22:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,DEPARTED,המריאה
AR,7873,AEROLINEAS ARGENTINAS S.A.,2024-11-10T17:20:00,2024-11-10T18:22:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,DEPARTED,המריאה
IB,7716,IBERIA,2024-11-10T17:20:00,2024-11-10T18:22:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,DEPARTED,המריאה
LY,397,EL AL ISRAEL AIRLINES,2024-11-10T17:20:00,2024-11-10T18:22:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,DEPARTED,המריאה
IZ,1167,ARKIA  ISRAELI  AIRLINES,2024-11-10T19:05:00,2024-11-10T18:38:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,34-47,B,DEPARTED,המריאה
IZ,417,ARKIA  ISRAELI  AIRLINES,2024-11-10T18:20:00,2024-11-10T18:41:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,34-47,B,DEPARTED,המריאה
LY,2523,EL AL ISRAEL AIRLINES,2024-11-10T17:45:00,2024-11-10T18:50:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,78-99,D,DEPARTED,המריאה
IB,7710,IBERIA,2024-11-10T17:50:00,2024-11-10T19:02:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,78-99,D,DEPARTED,המריאה
LY,391,EL AL ISRAEL AIRLINES,2024-11-10T17:50:00,2024-11-10T19:02:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,78-99,D,DEPARTED,המריאה
AM,7865,AERO MEXICO,2024-11-10T16:15:00,2024-11-10T19:09:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
AR,7857,AEROLINEAS ARGENTINAS S.A.,2024-11-10T16:15:00,2024-11-10T19:09:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
B6,6457,JETBLUE AIRWAYS CORPORATION,2024-11-10T16:15:00,2024-11-10T19:09:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
DL,7432,DELTA AIRLINES,2024-11-10T16:15:00,2024-11-10T19:09:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
LY,011,EL AL ISRAEL AIRLINES,2024-11-10T16:15:00,2024-11-10T19:09:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
6H,569,ISRAIR AIRLINES,2024-11-10T18:45:00,2024-11-10T19:12:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,18-20,A,DEPARTED,המריאה
6H,664,ISRAIR AIRLINES,2024-11-10T18:35:00,2024-11-10T19:13:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,LANDED,נחתה
LY,571,EL AL ISRAEL AIRLINES,2024-11-10T17:50:00,2024-11-10T19:15:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,78-99,D,DEPARTED,המריאה
6H,582,ISRAIR AIRLINES,2024-11-10T18:40:00,2024-11-10T19:20:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,LANDED,נחתה
B6,6460,JETBLUE AIRWAYS CORPORATION,2024-11-10T18:55:00,2024-11-10T19:41:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
DL,7434,DELTA AIRLINES,2024-11-10T18:55:00,2024-11-10T19:41:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
LY,014,EL AL ISRAEL AIRLINES,2024-11-10T18:55:00,2024-11-10T19:41:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
AM,7862,AERO MEXICO,2024-11-10T19:15:00,2024-11-10T19:45:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,LANDED,נחתה
LY,324,EL AL ISRAEL AIRLINES,2024-11-10T19:15:00,2024-11-10T19:45:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,LANDED,נחתה
SK,3160,SAS,2024-11-10T19:15:00,2024-11-10T19:45:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,LANDED,נחתה
LY,2367,EL AL ISRAEL AIRLINES,2024-11-10T17:10:00,2024-11-10T19:50:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,78-99,D,DEPARTED,המריאה
6H,252,ISRAIR AIRLINES,2024-11-10T18:40:00,2024-11-10T19:51:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,LANDED,נחתה
AR,7879,AEROLINEAS ARGENTINAS S.A.,2024-11-10T18:15:00,2024-11-10T19:52:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,DEPARTED,המריאה
LY,383,EL AL ISRAEL AIRLINES,2024-11-10T18:15:00,2024-11-10T19:52:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,DEPARTED,המריאה
SK,3169,SAS,2024-11-10T18:15:00,2024-11-10T19:52:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,DEPARTED,המריאה
TP,8900,AIR PORTUGAL,2024-11-10T18:15:00,2024-11-10T19:52:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,DEPARTED,המריאה
3F,873,FLYONE ARMENIA LLC,2024-11-10T19:40:00,2024-11-10T19:54:00,A,EVN,YEREVAN,ירבאן,YEREVAN,ארמניה,ARMENIA,3,,,LANDED,נחתה
IZ,822,ARKIA  ISRAELI  AIRLINES,2024-11-10T19:10:00,2024-11-10T19:56:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,LANDED,נחתה
6H,841,ISRAIR AIRLINES,2024-11-10T20:00:00,2024-11-10T20:16:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,21-23,A,DEPARTED,המריאה
E2,508,AIR HAIFA,2024-11-10T20:00:00,2024-11-10T20:25:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,LANDED,נחתה
LY,612,EL AL ISRAEL AIRLINES,2024-11-10T20:20:00,2024-11-10T20:33:00,A,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,LANDED,נחתה
6H,891,ISRAIR AIRLINES,2024-11-10T20:00:00,2024-11-10T20:41:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,15-17,A,DEPARTED,המריאה
IZ,827,ARKIA  ISRAELI  AIRLINES,2024-11-10T20:10:00,2024-11-10T20:54:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,349-354,C,DEPARTED,המריאה
LY,974,EL AL ISRAEL AIRLINES,2024-11-10T21:45:00,2024-11-10T21:00:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,LANDED,נחתה
LY,547,EL AL ISRAEL AIRLINES,2024-11-10T20:30:00,2024-11-10T21:01:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,78-99,D,DEPARTED,המריאה
3F,874,FLYONE ARMENIA LLC,2024-11-10T20:40:00,2024-11-10T21:05:00,D,EVN,YEREVAN,ירבאן,YEREVAN,ארמניה,ARMENIA,3,31-33,A,DEPARTED,המריאה
LY,084,EL AL ISRAEL AIRLINES,2024-11-10T21:55:00,2024-11-10T21:08:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,LANDED,נחתה
QF,5019,QANTAS AIRWAYS,2024-11-10T21:55:00,2024-11-10T21:08:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,LANDED,נחתה
TG,4585,THAI AIRWAYS,2024-11-10T21:55:00,2024-11-10T21:08:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,LANDED,נחתה
VN,3295,VIETNAM AIRLINES,2024-11-10T21:55:00,2024-11-10T21:08:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,LANDED,נחתה
DL,7453,DELTA AIRLINES,2024-11-10T20:55:00,2024-11-10T21:13:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,LANDED,נחתה
LY,316,EL AL ISRAEL AIRLINES,2024-11-10T20:55:00,2024-11-10T21:13:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,LANDED,נחתה
SK,3176,SAS,2024-11-10T20:55:00,2024-11-10T21:13:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,LANDED,נחתה
VS,7494,VIRGIN ATLANTIC AIRWAYS,2024-11-10T20:55:00,2024-11-10T21:13:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,LANDED,נחתה
LY,5133,EL AL ISRAEL AIRLINES,2024-11-10T20:45:00,2024-11-10T21:15:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,78-99,D,DEPARTED,המריאה
6H,701,ISRAIR AIRLINES,2024-11-10T19:40:00,2024-11-10T21:23:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,12-14,A,DEPARTED,המריאה
LY,083,EL AL ISRAEL AIRLINES,2024-11-10T21:15:00,2024-11-10T22:04:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,DEPARTED,המריאה
QF,5018,QANTAS AIRWAYS,2024-11-10T21:15:00,2024-11-10T22:04:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,DEPARTED,המריאה
TG,4586,THAI AIRWAYS,2024-11-10T21:15:00,2024-11-10T22:04:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,DEPARTED,המריאה
